Date,month,year,home_team,away_team,home_team_av_points,away_team_av_points,home_team_av_points_conceded,away_team_av_points_conceded,home_current_pos,away_current_pos,home_last_yr_pos,away_last_yr_pos,home_prev_game_perf,away_prev_game_perf,home_team_form,away_team_form,home_team_home_form,away_team_away_form,home_team_rest_time,away_team_rest_time,h2h_form,match_importance,home_win_percentage,away_win_percentage,result
5,3,2011,Verva Warszawa,AZS Czestochowa,21.7806221,21.73496552,22.38197186,23.06558139,5,3,10,5,0,0,-0.437236862,-0.409630292,0.779073843,0.137694847,7,7,-0.776,0,47.82608696,60.86956522,1
5,3,2011,Olsztyn,Kielce,21.81776588,22.07313098,22.80704335,22.73910643,10,8,7,8,0,1,-0.84753937,0.188798166,-1.100655288,-0.260829553,7,7,-0.136,0,21.73913043,34.7826087,0
12,3,2011,Kielce,Olsztyn,22.65850479,21.7542127,22.49128514,23.24563468,7,10,8,7,1,0,0.551038533,-1.078031496,-0.238580027,-0.846910984,7,7,0.5088,2,37.5,20.83333333,1
13,3,2011,Jastrzebski,Wielun,23.18208718,21.54814265,22.06268547,23.07352541,6,9,3,8,1,0,0.290718231,-0.894801229,-0.184448176,-0.803755405,7,7,0.9712,2,41.66666667,29.16666667,1
16,3,2011,Verva Warszawa,Rzeszow,21.74449768,24.16629961,22.10557749,22.17861232,5,2,10,4,1,1,-0.14978949,1.382654426,0.823259075,0.347218043,7,7,-0.592,0,50,78.26086957,0
16,3,2011,AZS Czestochowa,Kedzierzyn-Kozle,21.58797242,22.44349519,22.77246511,21.57454715,3,4,5,2,0,1,-0.527704234,0.434116268,-0.166387016,0.761886372,7,7,0.048,0,58.33333333,56.52173913,0
19,3,2011,Rzeszow,Belchatow,23.61303969,24.52461239,21.70288986,20.47568679,2,1,4,1,1,1,1.306123541,2.393019384,1.953298813,1.820308234,3,7,-0.664,0,79.16666667,95.83333333,0
19,3,2011,Kedzierzyn-Kozle,Verva Warszawa,22.45479616,21.35559814,21.60963772,21.96446199,3,5,2,10,1,0,0.747293015,-0.319831592,0.108586381,-0.774121855,3,3,0.136,0,58.33333333,48,1
19,3,2011,AZS Czestochowa,Bydgoszcz,21.62037793,21.29351698,22.71797209,24.43567523,4,8,5,6,0,0,-0.822163387,-2.093700829,-0.533109613,-1.874616857,3,7,0.552,0,56,33.33333333,1
19,3,2011,Wielun,Jastrzebski,21.10518079,23.54566974,23.45882033,21.51681504,9,6,8,3,0,1,-1.315840983,0.832574585,-0.649474126,-0.084572828,6,6,-1.37696,2,28,44,0
19,3,2011,Olsztyn,Kielce,21.72337016,22.60680383,23.07650774,22.31302811,10,7,7,8,0,1,-1.062425197,0.640830826,-1.280524231,0.191336358,7,7,-0.60704,2,20,40,1
23,3,2011,Bydgoszcz,Rzeszow,21.56814692,23.05043175,24.81520685,21.44231189,8,2,6,4,0,0,-2.274960663,0.844898833,-1.185388126,0.477774434,4,4,-0.664,0,32,76,0
23,3,2011,Belchatow,Kedzierzyn-Kozle,23.69968991,22.00383692,20.54054944,21.48771018,1,3,1,2,1,1,2.114415507,0.797834412,2.436933887,1.009509097,4,4,0.888,0,96,60,1
26,3,2011,Verva Warszawa,Bydgoszcz,21.28447851,21.15451754,21.61156959,24.75216548,5,8,10,6,0,0,-0.455865273,-2.219968531,0.45860726,-2.099693485,7,3,1.336,0,46.15384615,30.76923077,0
26,3,2011,Kedzierzyn-Kozle,Rzeszow,21.72306954,23.3403454,21.47016814,21.05384951,3,2,2,4,0,1,0.438267529,1.075919066,0.286869105,0.782219547,3,3,-0.488,0,57.69230769,76.92307692,1
26,3,2011,AZS Czestochowa,Belchatow,22.56296901,23.23975193,22.707711,20.55243955,4,1,5,1,1,1,-0.05773071,1.891532406,0.17351231,1.656246587,7,3,-1.104,0,57.69230769,96.15384615,0
26,3,2011,Kielce,Olsztyn,22.32544306,21.45869613,21.93042249,22.70120619,7,10,8,7,0,1,0.312664661,-0.649940157,0.009135978,-0.877528787,7,7,0.285632,2,38.46153846,23.07692308,0
30,3,2011,Rzeszow,AZS Czestochowa,22.92227632,21.98370854,21.74307961,23.1661688,2,4,4,5,0,0,0.460735253,-0.646184568,1.36263905,-0.089844122,4,4,0.624,0,74.07407407,55.55555556,0
30,3,2011,Bydgoszcz,Kedzierzyn-Kozle,22.3902807,22.27845563,24.73506572,21.42613451,8,3,6,2,1,1,-1.175974825,0.750614023,-1.348310501,0.607607278,4,4,-1.208,0,33.33333333,59.25925926,0
30,3,2011,Verva Warszawa,Belchatow,21.96091614,23.59180154,22.75592234,20.37528497,5,1,10,1,0,1,-0.964692219,2.113225925,-0.233114192,1.92499727,4,4,-1.304,0,44.44444444,96.2962963,1
2,4,2011,Rzeszow,Kedzierzyn-Kozle,22.49782106,22.67276451,21.59446369,21.44090761,2,3,4,2,0,1,0.168588202,1.000491219,0.89011124,0.886085822,3,3,-0.0096,2,71.42857143,60.71428571,0
2,4,2011,Jastrzebski,Wielun,23.31653579,21.04414463,21.37345203,23.24705626,6,9,3,8,1,0,0.866059668,-1.252672787,0.452441459,-1.243004324,7,7,1.301568,2,46.15384615,26.92307692,1
2,4,2011,Verva Warszawa,Bydgoszcz,21.72873292,22.21222456,22.48473787,24.63805258,5,8,10,6,1,0,-0.571753775,-1.34077986,0.013508646,-1.079754788,3,3,0.4688,1,46.42857143,32.14285714,1
2,4,2011,Belchatow,AZS Czestochowa,23.15344123,21.78696684,20.46022798,22.69293504,1,4,1,5,0,1,1.49058074,-0.316947654,2.149547109,0.128124702,3,3,1.4832,2,92.85714286,57.14285714,1
3,4,2011,Rzeszow,Kedzierzyn-Kozle,21.83825684,22.1782116,21.31557095,20.99272609,2,3,4,2,0,1,-0.065129438,1.000392975,0.512088992,0.908868658,1,1,-0.20768,2,68.96551724,62.06896552,1
3,4,2011,Belchatow,AZS Czestochowa,23.52275299,21.22957347,20.16818238,23.15434803,1,4,1,5,1,0,1.792464592,-0.853558123,2.319637688,-0.497500238,1,1,1.78656,2,93.10344828,55.17241379,1
3,4,2011,Verva Warszawa,Bydgoszcz,22.38298633,21.16977965,21.3877903,24.71044206,5,8,10,6,1,0,0.14259698,-1.672623888,0.610806917,-1.463803831,1,1,0.97504,1,48.27586207,31.03448276,1
4,4,2011,Olsztyn,Kielce,22.4169569,22.71035445,23.01096496,22.79433799,10,7,7,8,1,0,-0.119952126,-0.149868271,-0.824419385,-0.046930914,7,7,0.1714944,2,25.92592593,37.03703704,1
6,4,2011,AZS Czestochowa,Belchatow,21.68365877,23.96820239,23.67347843,20.83454591,4,1,5,1,0,1,-1.082846499,1.833971673,-0.461190152,1.339997816,3,3,-1.829248,2,53.33333333,93.33333333,0
8,4,2011,Kedzierzyn-Kozle,Rzeszow,21.94256928,22.47060548,21.79418087,21.25245676,3,2,2,4,0,1,0.20031438,0.547896449,0.629495284,0.225775638,5,5,-0.433856,2,60,70,1
9,4,2011,Kedzierzyn-Kozle,Rzeszow,22.55405543,22.24315105,21.70201136,22.00196541,3,2,2,4,1,0,0.760251504,-0.16168284,1.103596227,-0.41937949,1,1,0.2529152,2,61.29032258,67.74193548,1
13,4,2011,Rzeszow,AZS Czestochowa,21.94452084,21.54692702,22.35157233,23.73878274,2,4,4,5,0,0,-0.529346272,-1.266277199,1.009671194,-0.798000191,4,7,0.2992,2,65.625,51.61290323,1
13,4,2011,Kielce,Wielun,22.28828356,20.98531571,22.55547039,23.64764501,7,10,8,8,0,0,-0.319894617,-1.402138229,-0.392691218,-1.394403459,7,7,-0.3488,1,35.71428571,25.92592593,0
13,4,2011,Bydgoszcz,Verva Warszawa,21.03582372,22.65638907,24.51835365,21.21023224,8,5,6,10,0,1,-1.73809911,0.514077584,-1.478648401,-0.819297484,7,7,-1.180032,1,30,50,0
14,4,2011,Belchatow,Kedzierzyn-Kozle,23.97456191,22.79324434,20.86763672,21.51160909,1,3,1,2,1,1,1.867177339,1.008201203,2.25571015,0.127094926,7,5,0.9104,3,93.5483871,62.5,0
14,4,2011,Rzeszow,AZS Czestochowa,21.39561667,21.23754162,21.88125786,22.83102619,2,4,4,5,1,0,-0.223477018,-1.213021759,1.007736955,-0.838400153,1,1,0.43936,2,66.66666667,50,1
15,4,2011,Belchatow,Kedzierzyn-Kozle,23.29964953,22.59459547,21.05410938,21.32928727,1,3,1,2,0,1,1.293741871,1.006560963,1.60456812,0.301675941,1,1,0.52832,3,90.625,63.63636364,1
16,4,2011,Wielun,Kielce,20.86825256,21.91062685,22.99811601,22.12437632,9,7,8,8,1,0,-0.921710583,-0.455915694,-0.719579301,-0.237544731,3,3,0.47904,1,28.57142857,34.48275862,0
18,4,2011,AZS Czestochowa,Rzeszow,21.12336663,22.18316,23.33148762,21.63833962,4,2,5,4,0,1,-1.570417407,0.421218386,-0.768952122,-0.735503592,4,4,-0.951488,2,48.48484848,67.64705882,0
20,4,2011,Kedzierzyn-Kozle,Belchatow,22.22567638,23.48971962,21.91342982,20.9932875,3,1,2,1,0,1,0.40524877,1.434993497,1.282876982,1.471998253,5,5,-0.822656,3,61.76470588,90.90909091,0
20,4,2011,Kielce,Wielun,22.52850148,20.76126872,21.76616772,23.39849281,7,9,8,8,1,0,0.235267445,-1.337368467,-0.514152974,-0.915522768,4,4,0.216768,1,36.66666667,27.5862069,1
21,4,2011,Kedzierzyn-Kozle,Belchatow,22.2805411,23.5917757,22.33074385,21.29463,3,1,2,1,0,1,-0.075800984,1.547994797,0.626301585,1.577598602,1,1,-1.0581248,3,60,91.17647059,0
28,4,2011,Wielun,Kielce,20.55901497,22.97280118,23.66879424,21.36293418,9,7,8,8,0,1,-1.469894773,0.588213956,-1.175663441,0.409964215,7,7,-0.5734144,1,26.66666667,38.70967742,1
1,5,2011,Kielce,Wielun,22.47824095,21.14721198,21.79034734,23.0350354,7,9,8,8,0,1,0.070571165,-0.775915819,-0.011322379,-1.132418214,3,3,0.05873152,1,37.5,29.03225806,1
4,5,2011,Wielun,Kielce,21.38443625,23.18259276,23.62802832,21.89894454,9,7,8,8,0,1,-1.220732655,0.656456932,-0.540530752,-0.072028628,3,3,-0.646985216,1,28.125,39.39393939,0
29,9,2011,Verva Warszawa,Bydgoszcz,20,20,20,20,5,6,5,6,0,0,0,0,0,0,-2286,-2286,0,0,50,50,0
30,9,2011,Gdansk,Belchatow,20,20,20,20,10,2,10,1,0,0,0,0,0,0,-2285,-2285,0,0,50,50,0
1,10,2011,AZS Czestochowa,Jastrzebski,20,20,20,20,6,5,4,7,0,0,0,0,0,0,-2284,-2284,0,0,50,50,1
2,10,2011,Rzeszow,Olsztyn,20,20,20,20,5,9,2,10,0,0,0,0,0,0,-2283,-2283,0,0,50,50,1
3,10,2011,Kedzierzyn-Kozle,Kielce,20,20,20,20,5,7,3,8,0,0,0,0,0,0,-2282,-2282,0,0,50,50,1
5,10,2011,Jastrzebski,Verva Warszawa,20.4,19.65,20.95,20.7,6,8,7,5,0,0,-0.4,-0.4,0,0,4,6,0,0,0,0,1
7,10,2011,Olsztyn,AZS Czestochowa,20,20.95,21,20.4,9,6,10,4,0,1,-0.6,0.4,0,0,5,6,0,0,0,100,1
8,10,2011,Belchatow,Kedzierzyn-Kozle,20.9,20.65,20.2,20.15,1,2,1,3,1,1,0.4,0.4,0,0,7,5,0,0,100,100,0
8,10,2011,Bydgoszcz,Gdansk,20.7,20.2,19.65,20.9,4,10,6,10,1,0,0.4,-0.4,0,0,7,7,0,0,100,0,1
8,10,2011,Kielce,Rzeszow,20.15,21,20.65,20,8,4,8,2,0,1,-0.4,0.6,0,0,5,6,0,0,0,100,0
12,10,2011,Kedzierzyn-Kozle,Gdansk,21.52,20.56,20.32,21.72,1,10,3,10,1,0,0.92,-0.92,0.4,-0.6,4,4,0,0,100,0,1
12,10,2011,Verva Warszawa,Olsztyn,20.77,21,21.86,20.73333333,9,7,5,10,0,1,-0.72,0.12,-0.4,-0.6,7,5,0,0,0,50,0
12,10,2011,AZS Czestochowa,Kielce,20.69333333,21.38666667,21.32,22.25333333,7,8,4,8,0,0,-0.28,-0.92,0.4,-0.4,5,4,0,0,50,0,0
12,10,2011,Rzeszow,Belchatow,22.53333333,20.92,21.26666667,21.16,2,5,2,1,1,0,1.08,-0.28,0.6,0.4,4,4,0,0,100,50,1
15,10,2011,Kedzierzyn-Kozle,Rzeszow,22.016,22.54666667,20.606,21.53333333,1,2,3,2,1,1,1.136,1.064,0.72,0.6,3,3,0,0,100,100,1
15,10,2011,Olsztyn,Bydgoszcz,21.35,21.56,20.98666667,20.12,4,3,10,6,1,1,0.496,0.92,0.6,0.4,3,7,0,0,66.66666667,100,0
15,10,2011,Belchatow,AZS Czestochowa,21.256,20.95466667,21.448,22.12266667,5,7,1,4,0,0,-0.424,-0.824,-0.6,-0.6,3,3,0,0,33.33333333,33.33333333,1
15,10,2011,Kielce,Verva Warszawa,22.176,21.016,22.20266667,22.038,8,9,8,5,1,0,-0.136,-0.976,-0.6,-0.4,3,3,0,0,33.33333333,0,0
17,10,2011,Gdansk,Jastrzebski,20.798,21.62,22.176,21.81,10,6,10,7,0,1,-1.136,0.08,-0.4,-0.4,5,7,0,0,0,50,0
21,10,2011,Kielce,Bydgoszcz,21.6608,21.608,22.16213333,20.136,8,3,8,6,0,1,-0.3088,0.936,-0.68,0.52,6,6,0,0,25,100,0
22,10,2011,Rzeszow,Gdansk,22.83733333,20.97173333,22.42666667,22.80746667,3,10,2,10,0,0,0.2512,-1.5088,0.68,-0.88,7,5,0,0,75,0,1
22,10,2011,Jastrzebski,Olsztyn,22.36266667,21.12,21.78133333,21.14933333,5,6,7,10,1,0,0.664,0.1968,0.4,-0.08,5,7,0,0,66.66666667,50,1
22,10,2011,AZS Czestochowa,Kedzierzyn-Kozle,21.46373333,22.8128,22.89813333,21.2848,7,1,4,3,0,1,-1.0592,1.5088,-0.28,0.6,7,7,0,0,25,100,0
23,10,2011,Verva Warszawa,Belchatow,21.2128,22.2048,21.5504,21.8584,9,5,5,1,1,1,-0.5808,0.0608,-0.72,0.12,7,7,0,0,25,50,0
25,10,2011,Bydgoszcz,Jastrzebski,22.2864,22.79013333,20.5088,21.67506667,3,5,6,7,1,1,1.1488,0.9312,0.6,0.28,4,3,0,0,100,75,0
28,10,2011,Gdansk,Olsztyn,20.37738667,21.146,23.31264,21.81946667,10,6,10,10,0,0,-1.80704,-0.24256,-0.92,-0.464,6,6,0,0,0,40,1
29,10,2011,Kielce,Jastrzebski,21.72864,22.43210667,22.72970667,21.46005333,8,4,8,7,0,1,-0.64704,0.94496,-0.944,0.424,7,4,0,0,20,80,1
29,10,2011,Belchatow,Bydgoszcz,22.16384,21.94912,21.20672,20.60704,5,3,1,6,1,0,0.24864,0.71904,-0.08,0.816,6,4,0,0,60,80,1
30,10,2011,Kedzierzyn-Kozle,Verva Warszawa,23.50024,20.69024,22.07784,21.64032,1,9,3,5,1,0,1.60704,-0.66464,1.176,-0.12,7,7,0,0,100,20,1
31,10,2011,Rzeszow,AZS Czestochowa,23.33653333,22.22098667,21.54133333,23.56850667,3,8,2,4,1,0,0.80096,-1.24736,1.144,-0.88,7,7,0,0,80,20,0
3,11,2011,Olsztyn,Kielce,20.98346667,22.232912,22.45557333,22.58376533,8,7,10,8,0,1,-0.794048,-0.117632,0.28,0.28,6,5,0,0,33.33333333,33.33333333,0
4,11,2011,Bydgoszcz,Kedzierzyn-Kozle,21.62596267,24.200192,21.485632,22.262272,4,1,6,3,0,1,-0.024768,1.885632,0.28,0.88,6,5,0,0,66.66666667,100,0
4,11,2011,Verva Warszawa,Rzeszow,21.152192,23.21922667,22.712256,21.98306667,9,3,5,2,0,0,-1.131712,0.240768,-0.776,-0.12,5,4,0,0,16.66666667,66.66666667,0
5,11,2011,AZS Czestochowa,Gdansk,22.52678933,21.30190933,23.40480533,22.71677867,7,10,4,10,1,1,-0.597888,-0.845632,-0.624,-1.304,5,7,0,0,33.33333333,16.66666667,1
5,11,2011,Jastrzebski,Belchatow,22.34568533,22.731072,22.01804267,21.03204267,5,3,7,1,0,1,0.355968,0.798912,0.72,0.296,7,7,0,0,66.66666667,66.66666667,0
10,12,2011,AZS Czestochowa,Verva Warszawa,23.28809813,20.8017536,23.39051093,22.4898048,6,9,4,5,1,0,0.1216896,-1.1053696,0.1008,-0.696,7,7,0,0,42.85714286,14.28571429,0
10,12,2011,Kedzierzyn-Kozle,Jastrzebski,24.2601536,22.07654827,22.2098176,22.46443413,1,5,3,7,1,0,1.9085056,-0.1152256,1.5408,-0.0608,7,7,0,0,100,57.14285714,0
10,12,2011,Rzeszow,Bydgoszcz,22.89538133,21.70077013,21.46645333,22.0885056,3,5,2,6,1,0,0.3926144,-0.4198144,0.5152,0.0528,7,7,0,0,71.42857143,57.14285714,1
10,12,2011,Belchatow,Olsztyn,23.0348576,20.65344,21.02563413,22.96445867,3,9,1,10,1,0,1.0391296,-1.2352384,0.536,-0.9712,7,7,0,0,71.42857143,28.57142857,1
11,12,2011,Gdansk,Kielce,21.70819413,22.7863296,23.4400896,21.93367893,10,7,10,8,0,1,-1.2765056,0.5058944,-0.136,0.824,7,7,0,0,14.28571429,42.85714286,1
16,12,2011,Bydgoszcz,AZS Czestochowa,21.46061611,22.67047851,22.62080448,22.87240875,5,6,6,4,0,0,-0.73585152,-0.10264832,-0.176,-0.304,6,6,0,0,50,37.5,1
17,12,2011,Kielce,Belchatow,22.06906368,23.49455275,21.58694315,20.75384064,7,2,8,1,0,1,0.20471552,1.43130368,-0.3552,0.6368,6,7,0,0,37.5,75,0
17,12,2011,Jastrzebski,Rzeszow,21.82123861,23.26630507,22.21154731,21.27316267,5,3,7,2,1,1,0.10781952,0.71409152,0.176,0.104,7,7,0,0,62.5,75,1
18,12,2011,Olsztyn,Kedzierzyn-Kozle,20.45608533,23.64812288,23.4382336,21.92785408,9,2,10,3,0,0,-1.58819072,1.32680448,-0.376,1.104,7,7,0,0,25,87.5,1
18,12,2011,Verva Warszawa,Gdansk,20.80140288,21.40655531,22.03184384,22.59207168,9,10,5,10,1,1,-0.68429568,-0.82120448,-0.8208,-1.6432,7,7,0,0,25,25,1
29,12,2011,Belchatow,Gdansk,23.0756422,21.59191091,20.40307251,23.07365734,1,10,1,10,1,0,1.345042944,-1.256963584,1.0288,-1.91456,7,7,0.4,0,77.77777778,22.22222222,1
29,12,2011,Olsztyn,Rzeszow,21.36486827,22.46304405,23.70058688,21.61853013,9,3,10,2,1,0,-0.870552576,0.171273216,0.0992,-0.3168,7,7,-0.6,0,33.33333333,66.66666667,0
30,12,2011,Bydgoszcz,Verva Warszawa,22.16849289,21.6411223,21.42997692,22.09214174,5,8,6,5,1,1,0.011318784,0.052563456,0.4592,-0.3568,7,7,0.4,0,55.55555556,33.33333333,1
30,12,2011,Kielce,Kedzierzyn-Kozle,21.45525094,23.8684983,21.54955452,22.54228326,7,2,8,3,0,0,-0.036227584,0.661443584,-0.48416,0.4832,7,7,-0.4,0,33.33333333,77.77777778,0
30,12,2011,Jastrzebski,AZS Czestochowa,22.05699089,21.46971614,21.61923785,23.297927,5,6,7,4,1,0,0.486255616,-0.682118656,0.5408,-0.8432,7,7,-0.4,0,66.66666667,33.33333333,1
14,1,2012,Gdansk,Bydgoszcz,20.80686206,22.13479431,23.45892588,21.50398153,10,5,10,6,0,1,-1.605570867,0.209055027,0.0912,-0.35776,7,7,-0.6,0,20,60,0
14,1,2012,Verva Warszawa,Jastrzebski,21.67289784,22.64559271,22.07371339,21.02872361,8,5,5,7,0,1,-0.157949235,0.989004493,-0.05664,0.15136,7,7,-0.4,0,30,70,0
14,1,2012,Rzeszow,Kielce,22.97043524,21.76420076,20.56149077,22.57297695,4,7,2,8,1,0,0.737018573,-0.628982067,0.81216,0.4592,7,7,0.6,0,70,30,1
15,1,2012,Kedzierzyn-Kozle,Belchatow,24.42813198,23.46051376,22.63382661,19.85579134,2,1,3,1,1,1,1.129154867,1.676034355,1.03264,0.70944,7,7,0.6,0,80,80,0
16,1,2012,AZS Czestochowa,Olsztyn,20.90910624,20.35856128,23.6383416,23.9604695,6,9,4,10,0,0,-1.145694925,-1.296442061,-0.11936,-1.37696,7,7,-0.6,0,30,30,1
28,1,2012,Gdansk,Kedzierzyn-Kozle,20.77882298,24.49250558,23.7671407,23.30706129,10,2,10,3,0,0,-1.884456694,0.503323894,-0.52704,0.98656,7,7,-0.4,0,18.18181818,72.72727273,0
28,1,2012,Olsztyn,Verva Warszawa,20.13684902,21.49831827,24.1183756,21.89897071,9,8,10,5,0,0,-1.437153649,-0.326359388,-0.52064,-0.48544,7,7,0.4,0,27.27272727,27.27272727,0
29,1,2012,Belchatow,Rzeszow,23.96841101,23.77634819,20.83463307,20.98252595,1,3,1,2,1,1,1.740827484,1.189614858,1.42304,0.34656,7,7,-0.2,0,81.81818182,72.72727273,1
29,1,2012,Jastrzebski,Bydgoszcz,22.35647417,22.70783545,20.98297889,21.33651856,4,5,7,6,1,1,0.991203594,0.767244022,1.03264,0.313792,7,7,0.2,0,72.72727273,63.63636364,0
30,1,2012,Kielce,AZS Czestochowa,21.94469394,21.677285,23.45838156,22.76067328,8,6,8,4,0,1,-1.103185654,-0.51655594,-0.987328,-1.27456,7,7,0.6,0,27.27272727,36.36363636,0
3,2,2012,Verva Warszawa,Kielce,22.19865462,22.45575515,21.0525099,23.51670525,7,8,5,8,1,0,0.338912489,-1.282548523,-0.245312,-0.23264,6,4,0.2,0,33.33333333,25,1
4,2,2012,Rzeszow,Kedzierzyn-Kozle,22.95441189,24.59400446,22.05268743,22.64564903,3,2,2,3,0,1,0.351691887,1.002659115,1.249728,1.389248,6,7,-0.6,0,66.66666667,75,1
4,2,2012,Jastrzebski,Gdansk,22.36517934,20.62305839,21.10638311,24.01371256,5,10,7,10,0,0,0.592962875,-2.107565355,0.626112,-2.131648,6,7,0.6,0,66.66666667,16.66666667,1
4,2,2012,Bydgoszcz,Olsztyn,22.48626836,19.64281255,21.54921485,24.29470048,5,9,6,10,1,0,0.813795217,-1.749722919,0.56736,-1.501568,6,7,0.2,0,66.66666667,25,1
5,2,2012,AZS Czestochowa,Belchatow,22.091828,24.44139547,23.10853862,20.60103979,6,1,4,1,1,1,-0.013244752,1.992661987,0.304512,0.967552,6,7,-0.4,0,41.66666667,83.33333333,0
10,2,2012,Bydgoszcz,Kielce,22.98901469,22.16460412,19.77270521,23.0533642,4,8,6,8,1,0,1.251036174,-1.226038818,1.053888,-0.386112,6,7,0.4,0,69.23076923,23.07692308,1
11,2,2012,Olsztyn,Jastrzebski,18.24758338,22.95881014,24.43576039,20.95177315,9,5,10,7,0,1,-1.999778335,1.0743703,-1.016512,0.321088,7,7,-0.4,0,23.07692308,69.23076923,0
11,2,2012,Belchatow,Verva Warszawa,24.68644971,21.9989237,20.7474985,21.04200792,1,7,1,5,1,1,2.19412959,0.471129992,1.738432,0.211648,6,7,0.2,0,84.61538462,38.46153846,1
11,2,2012,Kedzierzyn-Kozle,AZS Czestochowa,23.72520357,21.94012906,23.11651922,23.62016423,4,6,3,4,0,0,0.402127292,-0.610595801,0.426112,-0.619648,7,6,0.4,0,69.23076923,38.46153846,1
11,2,2012,Gdansk,Rzeszow,20.56511338,23.36352951,24.27763671,21.69214994,10,5,10,2,0,1,-2.286052284,0.681353509,-1.021632,-0.322752,7,7,-0.6,0,15.38461538,69.23076923,0
15,2,2012,Olsztyn,Gdansk,18.9980667,20.8020907,24.19860831,24.02210937,9,10,10,10,0,0,-1.999822668,-2.228841827,-1.2132096,-2.3053184,4,4,-0.6,0,21.42857143,14.28571429,0
15,2,2012,Jastrzebski,Kielce,23.01704811,21.66501663,21.16141852,23.44269136,5,8,7,8,1,0,1.25949624,-1.580831055,1.1008896,-0.9088896,4,5,-0.4,0,71.42857143,21.42857143,0
15,2,2012,Bydgoszcz,Belchatow,23.39121175,24.14915977,19.7514975,20.7579988,4,1,6,1,1,1,1.600828939,1.955303672,1.4431104,1.3740416,5,4,-0.6,0,71.42857143,85.71428571,0
15,2,2012,Verva Warszawa,Kedzierzyn-Kozle,21.75913896,24.44682952,21.23360634,23.42654871,7,2,5,3,0,1,0.176903993,0.921701834,0.0037504,0.7113984,4,4,-0.6,0,35.71428571,71.42857143,0
15,2,2012,AZS Czestochowa,Rzeszow,22.48543658,23.29082361,24.36279805,21.70371995,6,3,4,2,0,1,-1.088476641,0.945082807,-0.3563904,0.1417984,4,4,0.4,0,35.71428571,71.42857143,0
18,2,2012,Belchatow,Jastrzebski,24.85266115,22.45363849,20.87306571,21.28913482,1,5,1,7,1,0,2.164242938,0.807596992,1.5907456,0.6568704,3,3,0.4,0,86.66666667,66.66666667,1
18,2,2012,Gdansk,AZS Czestochowa,21.44167256,21.45501593,23.5176875,24.49023844,10,6,10,4,1,0,-1.383073462,-1.470781313,-1.2173056,-1.0957184,3,3,-0.6,0,20,33.33333333,0
18,2,2012,Kedzierzyn-Kozle,Bydgoszcz,24.55746362,22.97963607,22.34123897,21.33453134,2,4,3,6,1,0,1.337361467,0.680663151,0.9408896,0.4510336,3,3,0.4,0,73.33333333,66.66666667,1
19,2,2012,Rzeszow,Verva Warszawa,23.63265889,21.00731117,20.82964263,21.98688507,3,7,2,5,1,0,1.356066246,-0.458476805,1.3997824,-0.0306816,4,4,0.2,0,73.33333333,33.33333333,1
20,2,2012,Kielce,Olsztyn,21.6920133,19.49845336,22.79415309,24.15888665,8,9,8,10,1,0,-1.064664844,-1.999858134,-1.1898624,-1.8012544,5,5,0.6,0,26.66666667,20,1
24,2,2012,Bydgoszcz,Rzeszow,22.42370885,23.90612711,21.18762507,20.53038077,4,3,6,2,0,1,0.344530521,1.684852997,0.55448832,0.71343872,6,5,-0.4,0,62.5,75,1
25,2,2012,Olsztyn,Belchatow,19.89876269,24.88212892,24.27710932,20.8317859,9,1,10,1,0,1,-1.999886508,2.33139435,-1.37056768,1.69923328,5,7,-0.6,0,18.75,87.5,0
26,2,2012,Verva Warszawa,AZS Czestochowa,20.6725156,22.21401275,22.58950806,24.04219075,8,6,5,4,0,1,-0.966781444,-0.77662505,-0.59699968,-0.47657472,7,7,0.2,0,31.25,37.5,1
26,2,2012,Jastrzebski,Kedzierzyn-Kozle,22.09624412,23.7659709,22.03130786,21.91299118,5,2,7,3,0,1,0.046077594,1.269889174,0.68071168,1.16911872,7,7,0.2,0,62.5,75,0
26,2,2012,Kielce,Gdansk,22.30361064,21.60333805,22.53532247,23.86415,8,10,8,10,1,0,-0.451731875,-1.506458769,-0.55188992,-1.44425472,6,7,-0.2,0,31.25,18.75,1
2,3,2012,Rzeszow,Jastrzebski,23.16490169,22.01032863,20.50430462,22.62504628,3,5,2,7,0,0,1.147882397,-0.563137925,1.71982592,-0.07450368,7,5,-0.4,0,70.58823529,58.82352941,1
3,3,2012,Belchatow,Kielce,24.65570313,22.44288851,20.61542872,22.37825798,1,7,1,8,1,1,2.26511548,0.0386145,1.87259648,-0.52711168,7,6,0.2,0,88.23529412,35.29411765,1
3,3,2012,Kedzierzyn-Kozle,Olsztyn,24.01277672,19.86901015,21.86372627,24.17168745,2,9,3,10,1,0,1.615911339,-1.999909206,0.95271168,-1.84100352,6,7,-0.4,0,76.47058824,17.64705882,0
3,3,2012,Gdansk,Verva Warszawa,21.63267044,21.21801248,23.69132,22.55160645,10,8,10,5,0,1,-1.605167016,-0.573425155,-1.37384448,-0.62454528,6,6,-0.6,0,17.64705882,35.29411765,1
7,3,2012,AZS Czestochowa,Bydgoszcz,22.2512102,22.01896708,23.9137526,20.99010005,6,4,4,6,0,1,-0.82130004,0.475624417,-0.88511232,0.16082688,7,7,-0.6,0,35.29411765,64.70588235,1
9,3,2012,Rzeszow,AZS Czestochowa,23.53192135,22.85096816,20.53677703,23.58100208,3,6,2,4,1,1,1.518305918,-0.257040032,1.975860736,-0.581259776,7,2,0.28,1,72.22222222,38.88888889,1
